label,tweet
negative,"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR."
negative,@united i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I'm still irritated w/ united.
negative,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!"
negative,@united so is the ^JJ standing for Just Joking?  I am not finding the humor.
negative,@united at this point I made it home on my own.
negative,"@united I would like to talk to a customer service agent about the service / non service I received on my last flight a a week or so a go.J"
negative,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place."
negative,@united it wasn't a comment. It was a question. But thanks for your copy and paste response
negative,"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!"
negative,@united We were supposed to board at 605. They just brought the plane from the hanger! WTF did they not know there was a flight?1153 Lax-EWR
negative,@united how about starting without the robotic response?
negative,"@united You can't control turbulence, but you can control customer experience, lot of scared people up here."
negative,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck."
negative,"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR"
negative,@united I have been told twice my issue has been resolved and twice it has not been. And when I write an email it bounces?! #worstservice
negative,@united flight 433 lets go you look like clowns no one is giving up 1st class for $500
negative,@united I'm on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService
negative,@united as a freq flyer it makes me sad to see cust needing assistance treated so poorly. #ServiceFail
negative,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice
negative,"@united No, thanks. I'm sick of your company's lousy excuse for customer service. I'm never flying United again."
negative,@united current hold time AFTER speaking to rep to have tix reissued is 42 mins - why so long &amp; why not make this option available online?
negative,@united I understand ppl make mistakes but don't code something in a way that we can't get reimbursed when it's YOUR fault. Just blatant LIE
negative,@united also forgot add our bag is probably going to just sit in New Jersey because of a missed connection.
negative,@united jx4s2t if you can out today would be great it's our honeymoon and this delay you has put a damper on iy
negative,.@united Not what's been shared by the pilot with passengers!
negative,@united WHERE IS MY RECEIPT! I upgraded return leg and 6 months Late Flightr still NO receipt! http://t.co/DAjWzhLVyu
negative,@United how is it that I book a flight with a reserved seat and then go to check in and find out I have no seat?  WTF.
negative,"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful."
negative,@united I'm not sure you can do anything as this has been building up over time! Other than promises from your CEO service has gotten worse!
negative,@united wi-fi on 737-800 (aircraft 3511) didn't work entire ORD-DCA flight this morning
negative,"@united Cancelled Flightled my direct flight Newark-Brussels last night, now 7 hours behind schedule. In EU compensation would be a given, but in US?"
negative,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time."
negative,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay
negative,"@united I'm aware of the flight details, thanks. Three hours Late Flight a crew that could not give less of a shit"
negative,@united Making sure your flights aren't delayed due to poor maintenance would be a start.
negative,@united hilarious
negative,@united hahahahaha ya tried that already
negative,"@United ""Your bag may or may not be at the airport. Unfortunately, no one at the airport is picking up the phone or responding to messages."""
negative,@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool
negative,"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm"
negative,"@united wasn't trying to Cancelled Flight, just trying to change my award ticket, same date and place, but thanks for sending the link, I know the fee"
negative,@united unhappy with your new mileage rules :( - was my main reason to keep flying united. Will have to take my business elsewhere
negative,@united I need assistance. Due to your incompetence I need to reschedule a connection. I will NEVER fly @United again.
negative,"@united you've been officially displaced by @DeltaAssist for better flight experience, pleasant cabin crew and timeliness. UA 1m switching!"
negative,@united you need a bag bouncer. Get it together
negative,@united @ShowExpert what is going on with United's Mileage Program? You pay $500 for a ticket and get a fraction of that as PQD credit?
negative,"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool."
negative,UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation.
negative,@united never ever again will I be Flight Booking Problems a flight with United or any affiliate if there is a chance to get on a United flight
negative,@united three delayed flights and missed connections on first class flights and not get any compensation for losing those seats...
negative,@united and after being on hold for an hour the day before to sort it out and being told it's fine it should be fine when you arrive to fly
negative,@united - it's been almost 2 weeks and still no word from DOT on update of london fare to us cities? any updates on your end?
negative,@united well for a start it would be nice if your ticket was actually in the system when you change a flight
negative,@united Another awful experience and Victoria at the check in desk in STL could not have been more rude and condescending.
negative,@united no they did not want to deliver at my house. Had to go to sombrons else house
negative,"@united I guess you have to ""follow"" me in order for me to send you a DM.. I tried and it won't send."
negative,"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback"
negative,@united I have sent a message with a bag tag. Have you looked?
negative,"@united just sent you a message on Facebook, how do I follow up a complaint re. Missing clothing out of checked baggage?"
negative,"@united why do I check in online if I still have to wait in line for an hour to ""check in"" at counter? #fuckinlame  @naia_miaa"
negative,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.
negative,@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever
negative,@united an efficient layout at kiosks/bag drop lines would help as there is no definition to space. Additional friendly and helpful staff
negative,"@united - 75% of a plane's passengers boarding in your ""Premier"" groups might be an indication of a broken process."
negative,"@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled, again."
negative,"@united changed my last name for my MileagePlus acct on the site in an hour. @BA_USA had me on hold for 20mins, then 5 days &amp; no change yet"
negative,"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH"
negative,@united Do you have a further update on the suitcase today please.
negative,@united literally sucks
negative,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS
negative,@united I would encourage you to re-interview the sole flight attendant on UAL 6166 from BUF to ORD. Blatantly not stable. Uncomfortable.
negative,@united this is the second time my flights been Cancelled Flightled... Like really?
negative,@united really 1st flt frm IAD 2 IAH is - Late Flight &amp; -going via Nashville? #inconvenience. Downgraded but not on ticket
negative,"@united First complaint filed on Feb 11th, over 10 days now and still no response....disappointed but not surprised...."
negative,@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting?
negative,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable
negative,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail
negative,@united was trying to change a flight online but got an error can you help via DM?
negative,@united you are terrible.
negative,"@united I'm glad you didn't mean to, but it doesn't excuse your inefficiency! Only took 70min for the bags, we were your only arrival flight"
negative,@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.
negative,@united â€_ But friendly efficient air attendants in coach #UA992 http://t.co/49pV3KcHNR
negative,"@united Coach interior on UA 992 looked like it was salvaged from the 80s. Tiny unusable video, no power &amp; lifevests on the floor #UA992 â€_"
negative,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)
negative,@united on plane to Newark now. I was checked in as Rebecca Levi. My bag is under her name too.
negative,@united aaaand 7 hours Late Flightr won't be catching a flight til 6AM...stuck in at airport in a snowstorm with no hotel-how's that for patience?
negative,@united @DelonGerry ual sucks
negative,@united not happening.  Delta took care of us.  Peace!
negative,BUT @united just re-booked to BOS; UGGH!! now 3 hour bus to WMASS home. Could have flown to BDL &amp; back to DC in same time. #unitedairlines
negative,@united you have now lost my bag. Never ever flying United again #joke
negative,"@united appreciate it, but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue"
negative,"@united Missed UA1568 connection due 2 mechanical failure UA1543 (""uplink prob""). I will lose ~$400 in clients Mon. How can you compensate?"
negative,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United
negative,"@united Yes I did.  We headed out to de-ice 5 minutes after I sent it to you.  Made it to Austin, but am now waiting for the luggage."
negative,"@united after a Cancelled Flighted flight, and 2 delays, you lost my luggage AGAIN! You're the WORST! Disgraceful! Awful company, horrible service!"
negative,@united doesn't help the 100 or more passengers that just arrived an hour Late Flight.
negative,@united 40 minutes on tarmac now. That's after 9 hour delay.
negative,@united I am very glad I took care of own rescheduling now that UA 1580 from OGG was Cancelled Flightled. http://t.co/H3k3oWOhD1
negative,@united Tried filling out the status match form and got hit with an error message. How can I tell if it went through? http://t.co/JbDkxd6eFz
negative,@united Is flight 746 going to sit on the tarmac FOREVER?????????
negative,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.
negative,@united that's why I blame your company. Because it had every opportunity to do a job and managed to fail each time for just lazy reasons
negative,"@united SF crew lack a lot of customer service, LAX employees are a lot better. Wonder why..."
negative,@united that's why I missed my flight. If the flight had been held for 5 minutes I would have made it. I watched it pull away from the gate
negative,@united also didn't ice the frozen metal walkway. Wasted 40 minutes because no one knew how to do simple jobs.
negative,@united your ground crew was inept and left a truck sitting on the Tarmac. Didn't have a gate agent once we got a gate.
negative,"@united after 2 days - 1 flight Cancelled Flightled, another delay for 8 hours- united gave me a $7 food voucher. That's how much they value my time??"
negative,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity
negative,"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving?"
negative,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ"
negative,"@united I am a loyal Premier Platinum member, but the lack of communication was really bad. Also, i donâ€™t see that it has taken off yet"
negative,@united thanks for having changed me. Managed to arrive with only 8 hours of delay and exhausted
negative,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?"
negative,"@united If you consider 50 mins for bags @ 10:00pm on a Sunday night ""as fast as they can"", you should reconsider what you think that means."
negative,"@united It's the horrible attitude from staff after , not just the delay. Not the level of service or respect one expects from United"
negative,@united why do you want me to be loyal  if don't let me carry on my bag that easily fits in overhead
negative,@united On top of that I paid for 1st class and my wife got stuck in coach.
negative,@united Ph the pat answers are BS. After I was denied boarding it sat at the gate until 9:05! Your employees totally suck.
negative,"@United Over the last week, United has provided me with the worst customer service experience of my life. Disgusting. #united"
negative,@united 24 hrs since flight landed and ZERO info on my missing bag? rough ETA would be hugely helpful + restore some confidence
negative,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever
negative,"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx"
negative,@united maybemange the airline alittlebetter. Arrived at LAX and no GATE! #howisthatpossible always the same thing w/u
negative,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?
negative,"@united even after running to gate from your connecting flight, your customer service not let us in the plane that was just parked. Stranded"
negative,@united I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD
negative,"@united Nope, no more chances. Your airline messed up both ways of our trip."
negative,@united Why announce it is for rollers at all? If I want to put a coat in there isn't that my choice?  How about all gate checked? Thx
negative,"@united  bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info."
negative,@united You are a F&amp;$KING joke. Your customer service is woeful. If your staff tell a passenger that they will do something do it!
negative,@united was a sponsor of the oscars? No wonder it was a half hour delayed. #Oscars
negative,@united will lose my bag but won't give me free pretzels #frauds
negative,"@united you are trying to charge me 150 bucks because you lowered your award tickets and I want to get my hard earn points back, total BS"
negative,@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter
negative,@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!
negative,"@united typical caned response from UA, fix your crappy performing, last placed/ranked airline in this century!"
negative,@united is it even legal for you guys to advertise flights that you cant honor??
negative,@united customer service is the WORST. hanging up on customers intentionally after one hour on hold.
negative,@united was forced  to book a flight on a different date than originally planned for a higher price $1130 felt like a bait and switch tactic
negative,"@united love how you don't give a shit about people who tried to be loyal, but you screw them every way till Sunday. Glad I've stayed away"
negative,"@united tried a different flight IAH-MNL 4/1/15-4/17/15, 6 flights are advertised for $1038 but are not bookable (due to partner error)."
negative,@united it will be on a different airline.
negative,@united and was told that its been the case for weeks but is still not resolved.
negative,"@united clicked ""upgrade now"" and it didn't upgrade. What gives? http://t.co/N7oSjz8a59"
negative,@united you advertise the flight and its still on you website and still can't be book. spent over 2 hours with united support
negative,@united tried to book a flight IAH-MNL departing 3/31/15 returning 4/17/15 you are advertising 9 flights for $1051 that can't be book!
negative,@united quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2
negative,"@united yes I have and I was calling in regards to speaking to someone about it even further, but unfortunately i was just bounced around."
negative,@united Flight 472 from ORD couldn't let me know about this? Found out via app minutes before landing. Awful flight. http://t.co/DQJl8vZ2h2
negative,@united i need help but in spanish
negative,"@united A very disappointing experience - plane mech. delay and next one didn't wait. No sincere apology, just told me to complain online"
negative,@united I lost my sunglasses on the flight from OKC to IAH this morning (8am takeoff) .. is there any way to retrieve them?
negative,@united UA1731 - Denver to Austin...  Still on the ground...
negative,@united either your staff or whoever you contract with at PVD is failing you big time tonight...
negative,@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?
negative,"@united worst flights I've ever had. ground crew ignored our plane, made me miss flight and now I have to cover the cost of a hotel. #DEN"
negative,@united customers aren't dumb. These revenue based programs will hurt everyone. Not gonna save money like you think
negative,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi
negative,"@united bull crap.  I spent $600 on a recent trip.  That's not small change. I got 10,000 AA miles.  Would have only been 6600 UA"
negative,@united yes I did. Terrible service from your courrier
negative,@united compensate us for new clothes bet you won't
negative,"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)"
negative,@united yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving
negative,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams
negative,"@united I tried the online tracking and they said something like ""attempting to locate luggage"""
negative,@united your worker told us not to call because we'd be talking to someone in Thailand...
negative,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.
negative,@united is there nothing you can do for me? No compensation at all? Given the circumstances I feel like there must be something you can do
negative,@united there is a disconnect between your PR group and the actual business strategy and employee attitude on the ground.  #liars #united
negative,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?
negative,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections
negative,"@united if you don't like delayed bags, why do you let it happen so much?"
negative,@united the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay
negative,@united but again UNITED DOESNT GIVE 2 SHITS ABOUT THEIR CUSTOMERS
negative,@united its funny how none of ur tweets back are helpful what I want is to read 'ya we'll change that so our customers get better service'
negative,"@united really needs to get its act together. Really disappointed in our change of flight, delayed flights, etc."
negative,"@united-rebooked to OMA - 180 miles from my destination. Spotty customer service. I get staff stressors but come on, this is your business."
negative,@united I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?
negative,@united Thanks for the vague canned response that doesn't address the issue!
negative,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back
negative,@united  Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.
negative,@united Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail
negative,@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice
negative,@united I did. It took about an hour and a half though
negative,@united Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn
negative,@united i did but i got nothing from it. Just dissapointment =(
negative,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M
negative,@united Made@it to the gate at 8:23 and they wouldn't let us on. http://t.co/xAToxBnsFa
negative,@united time to give up my 1K status and switch to @Delta - you are so terrible I can't even describe.
negative,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.
negative,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate
negative,@united Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.
negative,@United many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac. Seriously u can't find an empty gate?
negative,@united You're trying to solve problem of your own making. Charging for checked luggage forces checking at gate. Brilliant.
negative,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing
negative,"@United ""delayed due to customer service"" Huh? http://t.co/XlTV5z6sT1"
negative,@united what about the poor customer service at checkin at Kansas KCI?!? That's it???
negative,@united except all of that delayed the flight anyway.
negative,@United maybe find a different gate #ua1758
negative,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous
negative,@United landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt?
negative,@united wanted to point out that not one United crew has been sympathetic. Questions unanswered. MileagePlus is starting to look like a joke
negative,@united can we get an explanation on why UA978 from SÃ£o Paulo to Houston has been delayed? Now we're hearing from crew about Cancelled Flightlations.
negative,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.
negative,"@united I understand the intent was not to inconvenience, but catching a cab back to the airport to show them wet clothes wasn't an option."
negative,"@united, wife landed in DC 5hrs ago. luggage did not, was told it would B delivered/Hotel by 8pm. It's now 10pm, no luggage. #UA484"
negative,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge
negative,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline
negative,@united why is it that Sundays when my husband travels to Chicago he's stuck at Tarmac &amp; misses connecting flight always
negative,@united Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago.
negative,@united sitting on UAL 683 - a comedy of errors.  UAL is incompetent
negative,"@united on #UA3785 tonight and told delayed due to Late Flight crew. No idea where crew coming from, your staff ++unhelpful. Any ideas?"
negative,"@united, take a look at status of 683, sitting at ORD ... This ain't cool, yo."
negative,@united I didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.
negative,@united didn't realize my bag/ contents were wet until I got to my hotel. Sent my suit/shirts out to be dry cleaned. Mtgs start tomorrow.
negative,"@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent"
negative,@united resolved and im sick and tired of waiting on you. I want my refund and I'd like to speak to someone about it.
negative,@united I'm really glad I just waited on the phone for over an hour to be sent to a voicemail. Your customer service sucks. Nothing has been
negative,"@united, you just caused a riot on the airplane. Never seen anything like this"
negative,"@united Instead of sending inaccurate emails about delay every 5 min, just say we will get you there when we get you there."
negative,@united so glad I've been waiting for 1 hour and 15 minutes and Ive been transferred 3 times without resolving anything. Worst service ever.
negative,@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.
negative,@united lol too little too Late Flight
negative,@united yes. Bags came 1 hr after I arrived at baggage claim. Awful experience on the ground at BHM
negative,@united @FernHeinig18 your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability
negative,@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf
negative,@united please tell CLT flight 4232 needs a gate. Waiting now for 15 mins.
negative,@united Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief
negative,@united your seats are god awful.
negative,@united good try but @SouthwestAir got her here safer and sooner
negative,@united 3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed!
negative,@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future?
negative,@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK
negative,@united i sure will
negative,"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?"
negative,"@united Appreciated, but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s."
negative,@united customer service sucks!  They hang up after waiting an hour and talking for 5 minutes.
negative,@united JP - DM message who? Can't get a DM through to @united
negative,@united strikes again! Why board anyone if there's something wrong with the plane? Common sense.
negative,@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21.
negative,@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???
negative,@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence
negative,@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united
negative,@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work.
negative,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay."
negative,@united I need help with a missing bag.
negative,@united I was. But I have given up.
negative,@united you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!
negative,@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp...
negative,@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers
negative,@united might possibly have the worst service on the planet.
negative,@united deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited
negative,@united Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR
negative,@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there
negative,@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse
negative,@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse
negative,@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better
negative,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.
negative,@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence
negative,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?"
negative,@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit
negative,@United and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!
negative,@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!
negative,@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing
negative,@united How about free wifi when your flights delayed? Only 20 mins allowed!
negative,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies
negative,@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston
negative,@united why do you hate your passengers?
negative,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance
negative,.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.
negative,@united is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR
negative,@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.
negative,@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!
negative,@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location
negative,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on
negative,"@united, there is no good word for describing how angry and pissed off of a customer you have made me."
negative,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines"
negative,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!"
negative,@united false.
negative,"@united sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all."
negative,".@united all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim"
negative,@united Never had a flight delayed an hour due to an unbalanced load. And more delays at @flyLAXairport. Great job idiots.
negative,@united 100. % failure in 2015 #UnitedAirlines
negative,"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines"
negative,"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays."
negative,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever
negative,@united but we are on All Nippon now (booked by United to replace the one we missed).
negative,@united what is this subtlety gate changes? Are you kidding with me?
negative,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard"
negative,@united yes was trying to upgrade my seat. Now there are no available spots
negative,â€œ@united: @rikrik__ What made you come to this? Can we help you with anything? ^JPâ€ù inconvience*
negative,â€œ@united: @rikrik__ What made you come to this? Can we help you with anything? ^JPâ€ù the service just hasn't been great.
negative,".@united I think not. I'm not flying you again, if I can help it."
negative,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever
negative,"@united we were told when we checked in, as soon as we were allowed to, that there are no other seats available on the plane except middle."
negative,@united EVERYTIME I fly UR airline I hate you even more ! Thanks for the terrible service on flight 1071
negative,".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?"
negative,@united you always surprise me with the awfulness of your airline. You guys suck. #worst
negative,@united that I would get on early enough to not have to green tag. but no go. if not for Otis I would be still sitting at ORD
negative,"@united @lpdstock tweet bots obviously don't get sarcasm, making computers more and more like real people."
negative,@united customer service what's That???
negative,"@united -- overFlight Booking Problems planes, Departing delayed, Returning for 'more quick fixes' &amp; breaking out attitudy-customer service? #worstairline"
negative,@united Pay for a cab back to the airport to show baggage dept. my wet shirts and suit is not a viable option. 2nd time this has happened!!
negative,"@united that's what you have said for years, you are losing customers!!!!!!"
negative,@united. Once again your lack of customer centricity us astounding
negative,@united now this http://t.co/uygeW2Nosr
negative,"@united Would be nice if @staralliance partner tickets that don't provide full PQM credit are more obvious before purchase. Lost 1,200 miles"
negative,@united now maintenance issues with flight 5639 and more issues with passengers that will miss connections needing to get off
negative,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up!
negative,". @united 5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines"
negative,"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!"
negative,"@united Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!"
negative,@JetBlue flight for tomorrow morning Cancelled Flighted &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why Cancelled Flighted.
neutral,@VirginAmerica I'd love to know what your policy is for damaged luggage.
neutral,@VirginAmerica @TTINAC11 I DM you
neutral,@VirginAmerica can you please have flights in  SJC ? I have no choice but to fly Southwest to Vegas _Ÿ˜©_Ÿ˜_
neutral,@VirginAmerica If only you guys had flights from CMH.
neutral,@VirginAmerica Having an issue finding a missing item on a plane. Can you help me find which airport my plane headed to next?
neutral,â€œ@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqyâ€ù @asarco_ES_ar ? _Ÿ™‰
neutral,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!
